glottocode,num_oral_cons,num_nasal_cons,num_oral_vowel,num_nasal_vowel,name,isocodes,level,macroarea,latitude,longitude
lyel1241,20.0,4.0,8.0,8.0,Lyélé,lee,language,Africa,12.4305,-2.59229
nige1255,16.0,9.0,16.0,0.0,Western Mambila,mzk,language,Africa,6.69736,11.3161
mamp1244,17.0,5.0,10.0,0.0,Mampruli,maw,language,Africa,10.3884,-0.74675
west2500,16.0,4.0,7.0,0.0,Western Maninkakan,mlq,language,Africa,13.5677,-12.8009
east2426,17.0,3.0,7.0,7.0,Eastern Maninkakan,emk,language,Africa,9.33048,-10.5394
mang1394,25.0,11.0,9.0,0.0,Mangbetu,mdj,language,Africa,2.5511,27.0712
kita1249,16.0,3.0,14.0,0.0,Kita Maninkakan,mwk,language,Africa,13.1798,-9.49151
mund1326,21.0,8.0,9.0,0.0,Mündü,muh,language,Africa,4.22755,29.9967
cros1244,24.0,4.0,7.0,0.0,Cross River Mbembe,mfn,language,Africa,6.16926,8.23592
mboc1235,16.0,4.0,7.0,0.0,Mbo (Cameroon),mbo,language,Africa,5.13981,9.92766
maka1304,18.0,12.0,19.0,2.0,Makaa,mcp,language,Africa,4.15471,13.0789
mend1266,16.0,7.0,7.0,0.0,Mende (Sierra Leone),men,language,Africa,7.90935,-10.9926
meta1238,17.0,3.0,8.0,0.0,Meta',mgo,language,Africa,5.88942,9.87416
mama1271,21.0,8.0,14.0,5.0,Mamara Senoufo,myk,language,Africa,12.4871,-5.28245
degg1238,18.0,4.0,20.0,10.0,Deg,mzw,language,Africa,8.43846,-2.28724
mofu1248,26.0,9.0,7.0,0.0,Mofu-Gudur,mif,language,Africa,10.567,14.0314
moss1236,15.0,2.0,16.0,8.0,Mossi,mos,language,Africa,11.95,-1.32
mwan1250,20.0,1.0,7.0,5.0,Mwan,moa,language,Africa,7.87533,-5.94577
mund1327,18.0,5.0,8.0,6.0,Mundani,mnf,language,Africa,5.68073,9.91533
kitu1245,13.0,4.0,5.0,0.0,Kituba (Congo),mkw,language,Africa,-4.15654,14.5648
murl1244,16.0,4.0,14.0,0.0,Murle,mur,language,Africa,6.69756,33.988
mwag1236,21.0,4.0,10.0,2.0,Mwaghavul,sur,language,Africa,9.47205,8.96522
nafa1258,20.0,5.0,14.0,5.0,Nafanan,nfr,language,Africa,8.00522,-2.51001
nawd1238,17.0,4.0,14.0,0.0,Nawdm,nmz,language,Africa,7.17037,0.58553
nort2784,17.0,4.0,20.0,10.0,Northern Nuni,nuv,language,Africa,12.131,-2.98206
noma1260,10.0,4.0,14.0,0.0,Nomaande,lem,language,Africa,4.5893,10.9157
ngam1268,16.0,2.0,8.0,5.0,Ngambay,sba,language,Africa,8.57051,15.414
ngba1285,18.0,4.0,7.0,5.0,Ngbaka Minagende,nga,language,Africa,2.98887,18.994
nort2774,16.0,3.0,7.0,5.0,Northern Ngbandi,ngb,language,Africa,3.56357,21.85251
ngie1241,14.0,3.0,7.0,0.0,Ngiemboon,nnh,language,Africa,5.56777,10.1266
nyab1255,20.0,4.0,9.0,7.0,Nyabwa,nwb,language,Africa,6.87615,-6.84428
lamn1239,22.0,4.0,12.0,0.0,Lamnso',lns,language,Africa,6.39743,11.0684
nugu1242,12.0,3.0,7.0,0.0,Nugunu (Cameroon),yas,language,Africa,4.63103,11.1837
nupe1254,23.0,2.0,8.0,0.0,Nupe-Nupe-Tako,nup,language,Africa,9.18404,5.40031
park1239,24.0,7.0,4.0,0.0,Parkwa,pbi,language,Africa,11.0206,14.0964
pula1263,20.0,8.0,10.0,0.0,Pulaar,fuc,language,Africa,13.8694,-13.4482
pula1262,20.0,8.0,10.0,0.0,Pular,fuf,language,Africa,12.1826,-12.7338
rend1243,17.0,4.0,10.0,0.0,Rendille,rel,language,Africa,2.27065,37.3608
saba1262,9.0,4.0,18.0,0.0,Sabaot,spy,language,Africa,1.01297,34.6664
sena1262,18.0,1.0,14.0,14.0,Senar de Kankalaba,seq,language,Africa,10.4987,-5.28216
sere1260,24.0,9.0,10.0,0.0,Sereer,srr,language,Africa,13.8941,-16.3916
siss1242,18.0,4.0,18.0,9.0,Sissala of Burkina Faso,sld,language,Africa,11.0916,-2.38217
koyr1240,17.0,4.0,10.0,5.0,Koyra Chiini Songhay,khq,language,Africa,16.192,-3.73962
soni1259,20.0,4.0,10.0,5.0,Soninke,snk,language,Africa,13.1273,-11.7178
susu1250,16.0,5.0,14.0,0.0,Susu,sus,language,Africa,10.4046,-13.3628
tawa1286,20.0,3.0,14.0,0.0,Tawallammat Tamajaq,ttq,language,Africa,13.9878,4.47692
tama1365,19.0,3.0,14.0,7.0,Tamasheq,taq,language,Africa,14.2038,-2.41269
teen1242,24.0,4.0,10.0,0.0,Téén,lor,language,Africa,9.84556,-3.71183
teda1241,20.0,4.0,11.0,0.0,Tedaga,tuq,language,Africa,18.0426,14.7717
temm1241,20.0,5.0,9.0,0.0,Tem,kdh,language,Africa,8.967,1.136
tofi1235,20.0,3.0,7.0,7.0,Tofin Gbe,tfi,language,Africa,6.51774,2.43226
tika1246,23.0,4.0,14.0,0.0,Tikar,tik,language,Africa,5.87004,11.6104
topo1242,13.0,4.0,9.0,0.0,Toposa,toq,language,Africa,5.15904,34.2159
tour1242,18.0,1.0,18.0,9.0,Toura (Côte d'Ivoire),neb,language,Africa,7.76747,-7.33105
nort2787,14.0,2.0,7.0,7.0,Northern Toussian,tsp,language,Africa,11.133,-4.88274
vagl1239,19.0,5.0,20.0,10.0,Vagla,vag,language,Africa,9.33848,-2.31333
vute1244,20.0,10.0,16.0,8.0,Vute,vut,language,Africa,6.13603,11.8839
waam1244,11.0,2.0,14.0,11.0,Waama,wwa,language,Africa,10.5956,1.65318
wann1242,20.0,1.0,7.0,5.0,Wan,wan,language,Africa,7.88773,-5.82092
weno1238,15.0,0.0,18.0,9.0,Wobe-Wè Northern,wob,language,Africa,7.40391,-7.24617
yamb1251,23.0,3.0,8.0,0.0,Yamba,yam,language,Africa,6.535505,11.07711
yamb1252,14.0,4.0,8.0,0.0,Yambeta,yat,language,Africa,4.83615,10.9369
yaou1238,20.0,3.0,9.0,9.0,Yaouré,yre,language,Africa,6.95282,-5.57851
yemb1246,18.0,3.0,8.0,0.0,Yemba,ybb,language,Africa,5.47421,10.0214
yomm1242,20.0,5.0,9.0,0.0,Yom,pil,language,Africa,9.87186,1.81099
zarm1239,16.0,4.0,10.0,6.0,Zarma,dje,language,Africa,12.8554,2.41173
zulg1242,22.0,7.0,2.0,0.0,Zulgo-Gemzek,gnd,language,Africa,10.827,14.0578
fwee1238,42.0,8.0,8.0,2.0,Fwe,fwe,language,Africa,-17.72372,24.43151
yeyi1239,67.0,10.0,10.0,3.0,Yeyi,yey,language,Africa,-18.9178,23.6088
cavi1250,17.0,3.0,4.0,0.0,Cavineña,cav,language,South America,-13.3544,-66.6277
cham1318,16.0,3.0,10.0,0.0,Chamicuro,ccc,language,South America,-5.1149,-75.6778
chec1245,30.0,2.0,12.0,0.0,Chechen,che,language,Eurasia,43.5,45.5
chep1245,15.0,3.0,6.0,0.0,Chepang,cdm,language,Eurasia,27.7206,84.9017
leal1235,23.0,5.0,7.0,0.0,Lealao Chinantec,cle,language,North America,17.3162,-95.9265
chol1282,18.0,2.0,6.0,0.0,Chol,ctu,language,North America,17.4897,-92.4698
chra1242,16.0,4.0,13.0,0.0,Chrau,crw,language,Eurasia,10.8021,107.293
barb1263,30.0,4.0,6.0,0.0,Barbareño,boi,language,North America,34.462,-119.699
coeu1236,36.0,4.0,8.0,0.0,Coeur d'Alene,crd,language,North America,47.2958,-116.715
coma1245,10.0,2.0,6.0,0.0,Comanche,com,language,North America,34.0,-101.0
cupe1243,23.0,4.0,11.0,0.0,Cupeño,cup,language,North America,33.3148,-116.515
cuvo1236,21.0,6.0,2.0,0.0,Cuvok,cuv,language,Africa,10.6448,14.0006
deny1238,18.0,4.0,8.0,0.0,Denya,anv,language,Africa,5.97237,9.39989
nepa1253,30.0,4.0,5.0,0.0,Nepali Kurux,kxl,dialect,Eurasia,26.72057,86.00255
mufi1238,15.0,2.0,5.0,0.0,Mufian,aoj,language,Papunesia,-3.57932,142.955
usar1243,11.0,6.0,5.0,0.0,Usarufa,usa,language,Papunesia,-6.38898,145.633
binu1245,9.0,2.0,5.0,0.0,Binumarien,bjr,language,Papunesia,-6.22068,146.102
eggo1239,26.0,4.0,7.0,0.0,Eggon,ego,language,Africa,8.71442,8.45686
ekpe1253,20.0,4.0,9.0,0.0,Ekpeye,ekp,language,Africa,5.06715,6.53362
esim1238,20.0,9.0,8.0,0.0,Esimbi,ags,language,Africa,6.50094,9.86936
fang1246,15.0,10.0,16.0,0.0,Fang (Equatorial Guinea),fan,language,Africa,1.723965,11.61454
furu1242,22.0,9.0,10.0,0.0,Furu,fuu,language,Africa,4.485,20.6448
kara1476,12.0,5.0,3.0,0.0,Karadjeri,gbd,language,Australia,-18.6771,122.334
gbar1246,22.0,2.0,7.0,0.0,Gbari,gby,language,Africa,8.46411,7.10757
goli1247,11.0,2.0,10.0,0.0,Golin,gvf,language,Papunesia,-6.2249,144.8505
guaj1255,10.0,4.0,7.0,0.0,Guajajára,gub,dialect,South America,-4.69461,-45.7081
gunw1252,14.0,5.0,5.0,0.0,Bininj Kun-Wok,gup,language,Australia,-12.3398,133.358
haya1250,16.0,3.0,10.0,0.0,Haya,hay,language,Africa,-1.70878,31.4846
huic1243,13.0,2.0,10.0,0.0,Huichol,hch,language,North America,21.954,-104.062
huay1240,18.0,2.0,10.0,0.0,Huaylas Ancash Quechua,qwh,language,South America,-9.38709,-77.7768
jauj1238,18.0,4.0,5.0,0.0,Jauja Wanca Quechua,qxw,language,South America,-11.6747,-75.2786
luya1241,13.0,4.0,5.0,0.0,Luyi,lyn,language,Africa,-15.01,22.67
iban1261,21.0,4.0,10.0,0.0,Ibani,iby,language,Africa,4.49119,7.23558
imon1245,11.0,2.0,10.0,0.0,Imonda,imn,language,Papunesia,-3.31228,141.171
ingu1240,33.0,2.0,13.0,0.0,Ingush,inh,language,Eurasia,43.11,45.03
kris1246,9.0,0.0,5.0,0.0,I'saka,ksi,language,Papunesia,-2.80084,141.303
yalu1240,15.0,4.0,14.0,0.0,Yalunka,yal,language,Africa,9.97186,-11.2836
izer1241,24.0,4.0,11.0,0.0,Izere,izr,language,Africa,9.5,8.7
jama1261,8.0,3.0,4.0,0.0,Madi,jaa,language,South America,-7.62223,-66.5662
jeme1245,35.0,4.0,12.0,10.0,Towa,tow,language,North America,35.5994,-106.766
liji1238,24.0,5.0,9.0,7.0,Lijili,mgi,language,Africa,8.52193,8.35562
kaby1243,25.0,2.0,3.0,0.0,Kabyle,kab,language,Africa,36.4103,4.76137
gida1247,22.0,6.0,8.0,0.0,Gidar,gid,language,Africa,9.874715,14.07845
kaya1329,11.0,3.0,5.0,5.0,Kayabí,kyz,language,South America,-11.2747,-55.5479
kama1367,15.0,8.0,6.0,0.0,Kamasau,kms,language,Papunesia,-3.8503,143.842
kano1245,9.0,3.0,7.0,7.0,Kanoê,kxo,language,South America,-12.1789,-64.5812
kens1251,35.0,20.0,10.0,0.0,Kenswei Nsei,ndb,language,Africa,6.01713,10.412
east2398,13.0,3.0,7.0,0.0,Eastern Karaboro,xrb,language,Africa,10.4987,-4.52253
kari1301,19.0,3.0,7.0,3.0,Uaçá Creole French,kmv,language,South America,3.42825,-51.6888
keny1279,17.0,4.0,10.0,10.0,Kenyang,ken,language,Africa,5.58288,9.55918
chon1284,17.0,4.0,19.0,0.0,Chong of Chanthaburi,cog,language,Eurasia,12.5218,102.514
kiny1244,33.0,6.0,10.0,0.0,Kinyarwanda,kin,language,Africa,-1.56771,29.6441
kiri1254,20.0,4.0,10.0,0.0,Kirike,okr,language,Africa,4.41126,6.98938
koko1269,16.0,6.0,5.0,0.0,Kokota,kkk,language,Papunesia,-8.16481,159.191
bako1250,17.0,10.0,7.0,0.0,Bakole,kme,language,Africa,4.43654,8.97387
konn1242,23.0,8.0,18.0,0.0,Konni,kma,language,Africa,10.2368,-1.54376
kulu1253,19.0,3.0,21.0,0.0,Kulung (Nepal),kle,language,Eurasia,27.1606,87.5717
kuot1243,10.0,3.0,6.0,0.0,Kuot,kto,language,Papunesia,-3.06952,151.537
kusu1250,27.0,5.0,6.0,0.0,Kusunda,kgg,language,Eurasia,28.33,82.6
kuvi1243,18.0,4.0,10.0,5.0,Kuvi,kxv,language,Eurasia,18.8832,83.7552
kwaz1243,25.0,4.0,9.0,7.0,Kwaza,xwa,language,South America,-11.6667,-61.1833
lada1244,29.0,4.0,5.0,0.0,Leh Ladakhi,lbj,language,Eurasia,33.468,80.6013
lang1320,20.0,12.0,20.0,0.0,Langi,lag,language,Africa,-4.71413,35.9517
laoo1244,23.0,5.0,12.0,0.0,Lao,lao,language,Eurasia,19.0,102.46
lavu1241,12.0,3.0,5.0,0.0,Lavukaleve,lvk,language,Papunesia,-9.05569,159.119
bafa1247,16.0,11.0,16.0,0.0,Bafaw-Balong,bwt,language,Africa,4.53307,9.522
lund1266,18.0,4.0,10.0,0.0,Lunda,lun,language,Africa,-11.1793,23.8662
luch1239,18.0,14.0,10.0,0.0,Luchazi,lch,language,Africa,-14.0648,22.2437
orok1266,13.0,9.0,7.0,0.0,Oroko,bdu,language,Africa,4.89504,9.15209
mace1250,23.0,3.0,6.0,0.0,Macedonian,mkd,language,Eurasia,41.5957,21.7932
mada1293,19.0,3.0,8.0,5.0,Mada (Cameroon),mxu,language,Africa,10.8806,14.1142
madi1260,32.0,13.0,9.0,0.0,Ma'di,mhi,language,Africa,3.62499,31.8471
mana1295,10.0,3.0,5.0,0.0,Manam,mva,language,Papunesia,-4.07921,145.033
bame1260,31.0,8.0,11.0,0.0,Bamenyam,bce,language,Africa,5.77049,10.3302
mana1288,24.0,6.0,6.0,4.0,Manange,nmm,language,Eurasia,28.6416,84.0515
ngem1255,23.0,6.0,9.0,0.0,Ngemba,nge,language,Africa,5.97864,10.1469
mara1385,13.0,6.0,5.0,0.0,Marra,mec,language,Australia,-14.7927,134.865
maib1239,9.0,2.0,5.0,0.0,Maybrat-Karon,ayz,language,Papunesia,-1.3679,132.591
gbay1281,19.0,9.0,7.0,0.0,Gbaya-Mbodomo,gmm,language,Africa,4.800365,14.606865
medu1238,12.0,4.0,9.0,0.0,Medumba,byv,language,Africa,5.10901,10.6118
ming1252,28.0,2.0,5.0,0.0,Mingrelian,xmf,language,Eurasia,42.5129,41.8719
mmen1238,23.0,4.0,9.0,0.0,Mmen,bfm,language,Africa,6.43213,10.2541
moke1242,18.0,4.0,10.0,0.0,Moken,mwt,language,Eurasia,10.1474,98.6765
mose1249,23.0,3.0,6.0,6.0,Mosetén-Chimané,cas,language,South America,-14.64448,-67.83756
mpon1254,21.0,8.0,7.0,0.0,Mpongmpong,mgg,language,Africa,3.14015,14.866
mung1266,17.0,4.0,9.0,0.0,Mungaka,mhk,language,Africa,5.89752,10.0294
motl1237,9.0,6.0,7.0,0.0,Mwotlap,mlv,language,Papunesia,-13.655015,167.706277
nami1256,7.0,2.0,6.0,0.0,Namia,nnm,language,Papunesia,-3.85538,141.788
ndem1249,20.0,10.0,18.0,0.0,Ndemli,nml,language,Africa,4.58061,10.2197
mesc1238,27.0,4.0,8.0,8.0,Mescalero-Chiricahua Apache,apm,language,North America,33.1291,-105.566
quec1382,24.0,4.0,10.0,0.0,Quechan,yum,language,North America,32.7859,-114.599
nank1250,11.0,3.0,6.0,0.0,Nankina,nnk,language,Papunesia,-5.80804,146.464
nand1266,9.0,4.0,10.0,0.0,Nandi,niq,language,Africa,0.793737,35.408478
kima1246,16.0,4.0,20.0,0.0,Kimaama,kig,language,Papunesia,-8.01899,138.355
naki1238,31.0,5.0,8.0,0.0,Naki,mff,language,Africa,6.62784,10.2378
mich1245,17.0,3.0,5.0,0.0,Michoacán Nahuatl,ncl,language,North America,18.3412,-103.361
naga1394,23.0,3.0,21.0,0.0,Naga Pidgin,nag,language,Eurasia,25.2508,93.4438
ngos1238,19.0,7.0,6.0,0.0,Ngoshie,nsh,language,Africa,6.04616,9.83193
ngal1293,12.0,5.0,9.0,0.0,Ngalakgan,nig,language,Australia,-14.4281,134.716
nang1259,16.0,4.0,8.0,0.0,Nangikurrunggurr,nam,language,Australia,-14.268,131.237
ngom1272,17.0,4.0,7.0,0.0,Ngomba,jgo,language,Africa,5.63067,10.237
ngom1271,33.0,4.0,16.0,3.0,Ngombale,nla,language,Africa,5.70306,10.1446
nort2684,17.0,4.0,19.0,3.0,Northern Khmer,kxm,language,Eurasia,14.4674,103.863
nort2954,11.0,3.0,10.0,0.0,Northern Paiute,pao,language,North America,40.0799,-119.536
nubi1253,25.0,5.0,5.0,0.0,Nubi,kcn,language,Africa,-0.183215,34.7552
nuer1246,15.0,5.0,28.0,0.0,Nuer,nus,language,Africa,8.13911,32.3829
elip1238,13.0,6.0,7.0,0.0,Elip,ekm,language,Africa,4.45694,11.193
nyam1276,18.0,18.0,14.0,0.0,Nyamwezi,nym,language,Africa,-5.08559,32.94452
nyeu1238,16.0,4.0,20.0,0.0,Nyeu,nyl,language,Eurasia,14.8817,104.33
obol1243,17.0,5.0,12.0,0.0,Obolo,ann,language,Africa,4.62851,7.81985
faiw1243,10.0,2.0,8.0,0.0,Faiwol,fai,language,Papunesia,-5.4967,141.656
okuu1243,15.0,3.0,7.0,0.0,Oku,oku,language,Africa,6.23712,10.5096
pala1344,8.0,2.0,12.0,0.0,Palauan,pau,language,Papunesia,7.34138,134.476678
orok1269,9.0,3.0,5.0,0.0,Orokaiva,okv,language,Papunesia,-8.79019,148.09
yill1241,9.0,3.0,11.0,0.0,Yil,yll,language,Papunesia,-3.46501,142.178
ning1273,11.0,3.0,7.0,0.0,Ningil,niz,language,Papunesia,-3.49733,142.251
dobu1241,16.0,3.0,5.0,0.0,Dobu,dob,language,Papunesia,-9.63239,150.825
samo1303,11.0,1.0,6.0,0.0,Samo,smq,language,Papunesia,-6.15496,142.195
urii1240,13.0,3.0,8.0,0.0,Uri,uvh,language,Papunesia,-6.41993,146.608
boik1241,13.0,4.0,8.0,0.0,Boikin,bzf,language,Papunesia,-3.68297,143.474
phai1238,13.0,4.0,18.0,0.0,Prai,prt,language,Eurasia,19.0383,101.218
mall1246,13.0,4.0,22.0,0.0,Mal,mlf,language,Eurasia,19.273,101.204
rama1270,15.0,4.0,9.0,0.0,Rama,rma,language,North America,11.5007,-83.8571
matb1237,12.0,3.0,5.0,0.0,Matbat,xmt,language,Papunesia,-1.8801,130.075
rund1242,19.0,3.0,5.0,0.0,Rundi,run,language,Africa,-2.94,29.97
nyan1307,16.0,4.0,8.0,0.0,Nyankole,nyn,language,Africa,-0.46364,30.548
marw1260,29.0,7.0,10.0,0.0,Marwari (India),rwr,language,Eurasia,27.002,75.0656
samb1305,18.0,4.0,9.0,0.0,Samba Leko,ndi,language,Africa,8.19236,11.7366
sout2844,15.0,3.0,8.0,0.0,Southern Samo,sbd,language,Africa,12.713,-2.9052
samr1245,16.0,4.0,21.0,0.0,Samre of Siem Reap,sxm,language,Eurasia,13.479,103.978
saba1268,11.0,2.0,5.0,0.0,Sabanê,sae,language,South America,-12.9857,-60.335
sasa1249,15.0,4.0,11.0,0.0,Sasak,sas,language,Papunesia,-8.58349,116.284
sora1254,15.0,4.0,11.0,0.0,Sora,srb,language,Eurasia,19.1213,84.19
sayu1241,17.0,2.0,6.0,0.0,Sayula Popoluca,pos,language,North America,17.8606,-94.9531
seco1241,11.0,1.0,6.0,0.0,Secoya,sey,language,South America,-0.459785,-75.5547
taro1264,29.0,4.0,10.0,0.0,Seediq,trv,language,Papunesia,23.9032,121.358
seim1238,8.0,3.0,12.0,5.0,Seimat,ssg,language,Papunesia,-1.2666667,144.25
seme1247,23.0,10.0,10.0,8.0,Semelai,sza,language,Eurasia,2.82799,102.806
serr1255,27.0,6.0,9.0,0.0,Serrano,ser,language,North America,33.9479,-116.772
shab1252,24.0,4.0,13.0,0.0,Shabo,sbf,language,Africa,7.64407,35.223
yawa1260,12.0,2.0,4.0,0.0,Yawanawa,ywn,language,South America,-8.87563,-71.8199
mako1251,14.0,4.0,5.0,0.0,Makonde,kde,language,Africa,-10.9906,39.5133
shon1251,33.0,4.0,5.0,0.0,Shona,sna,language,Africa,-17.20849,29.75725
bamu1253,23.0,5.0,10.0,0.0,Bamun,bax,language,Africa,5.49017,10.8477
siar1238,12.0,3.0,7.0,0.0,Siar-Lak,sjr,language,Papunesia,-4.62059,152.892
sera1259,40.0,8.0,23.0,12.0,Saraiki,skr,language,Eurasia,29.5534,71.906
shaw1249,11.0,2.0,6.0,0.0,Shawnee,sjw,language,North America,40.0,-83.0
nucl1634,11.0,2.0,7.0,0.0,Skou,skv,language,Papunesia,-2.64378,140.902
aheu1239,18.0,4.0,50.0,0.0,Thavung,thm,language,Eurasia,17.7655,104.229
sout2856,10.0,5.0,5.0,0.0,Nafsan,erk,language,Papunesia,-17.7006,168.377
spok1245,34.0,4.0,5.0,0.0,Spokane,spo,language,North America,47.9087,-118.062
sout2807,33.0,4.0,9.0,0.0,Southern Sotho,sot,language,Africa,-28.78,27.89
sata1237,21.0,8.0,13.0,0.0,Satawalese,stw,language,Papunesia,7.36084,147.038
ulwa1239,16.0,6.0,6.0,0.0,Ulwa,ulw,language,North America,12.932292,-83.581467
hupd1244,19.0,0.0,10.0,0.0,Hup,jup,language,South America,0.58622,-69.8359
chim1300,17.0,3.0,6.0,0.0,Chimalapa Zoque,zoh,language,North America,16.6543,-94.6913
loxi1235,18.0,5.0,7.0,0.0,Loxicha Zapotec,ztp,language,North America,15.8442,-96.6997
yuki1243,21.0,3.0,6.0,0.0,Northern Yukian,yuk,language,North America,39.8389,-123.296
yape1248,22.0,6.0,16.0,0.0,Yapese,yap,language,Papunesia,9.55811,138.125
yuro1248,21.0,2.0,12.0,0.0,Yurok,yur,language,North America,41.3262,-123.824
yura1255,15.0,3.0,7.0,0.0,Yuracaré,yuz,language,South America,-16.7479,-65.1224
sout2750,17.0,4.0,12.0,0.0,Southern Yukaghir,yux,language,Eurasia,64.218,154.375
nucl1290,18.0,9.0,22.0,0.0,Zhenkang Wa,wbm,language,Eurasia,23.1024,99.108
wamb1259,11.0,5.0,10.0,0.0,Wambon,wms,language,Papunesia,-5.44334,140.48
wash1253,21.0,5.0,6.0,0.0,Washo,was,language,North America,38.8184,-119.64
waya1269,7.0,2.0,7.0,0.0,Wayana,way,language,South America,2.77537,-54.4429
woge1237,11.0,4.0,5.0,0.0,Wogeo,woc,language,Papunesia,-3.20238,144.089
huar1255,10.0,2.0,14.0,0.0,Huarijio,var,language,North America,27.8685,-108.437
vaii1241,19.0,9.0,7.0,4.0,Vai,vai,language,Africa,7.05085,-11.3262
ukra1253,22.0,2.0,6.0,0.0,Ukrainian,ukr,language,Eurasia,49.796,29.945
phal1254,27.0,3.0,10.0,0.0,Palula,phl,language,Eurasia,35.5096,71.8421
east2440,16.0,3.0,5.0,0.0,East Makian,mky,language,Papunesia,0.07337,127.423
tapi1253,12.0,3.0,6.0,6.0,Tapieté,tpj,language,South America,-21.4169,-62.684
baru1269,12.0,2.0,5.0,5.0,Baruga,bjz,language,Papunesia,-9.40132,148.761
tatu1247,11.0,0.0,6.0,0.0,Tatuyo,tav,language,South America,0.55582,-70.5327
tagw1240,18.0,5.0,12.0,10.0,Tagwana Senoufo,tgw,language,Africa,8.67053,-5.17372
maza1291,20.0,2.0,7.0,0.0,Mazanderani,mzn,language,Eurasia,36.241,52.3009
paok1235,17.0,3.0,11.0,0.0,Pa'o Karen,blk,language,Eurasia,20.211,97.5969
tern1247,16.0,4.0,5.0,0.0,Ternate,tft,language,Papunesia,0.80562,127.333
toba1269,18.0,3.0,7.0,0.0,Toba,tob,language,South America,-23.77,-61.96
poli1260,27.0,4.0,6.0,0.0,Polish,pol,language,Eurasia,51.8439,18.6255
kala1381,20.0,2.0,9.0,9.0,Kalabari,ijn,language,Africa,4.53194,6.69539
east2295,34.0,4.0,9.0,0.0,Eastern Yiddish,ydd,language,Eurasia,51.75,19.42
dutc1256,20.0,4.0,15.0,0.0,Dutch,nld,language,Eurasia,52.0,5.0
malo1243,8.0,8.0,5.0,0.0,Tamambo,mla,language,Papunesia,-15.6835,167.16
gayo1244,15.0,4.0,8.0,0.0,Gayo,gay,language,Papunesia,4.3733,97.3456
jama1262,18.0,3.0,12.0,0.0,Jamaican Creole English,jam,language,North America,18.13,-77.2612
mamb1294,23.0,3.0,15.0,9.0,Mambai,mcs,language,Africa,9.6121,14.0013
arag1245,17.0,3.0,25.0,0.0,Aragonese,arg,language,Eurasia,42.4669,-0.00919
tilq1235,20.0,2.0,6.0,0.0,Tilquiapan Zapotec,zts,language,North America,16.8529,-96.6321
ibib1240,9.0,8.0,13.0,0.0,Ibibio,ibb,language,Africa,5.15279,7.86688
tami1289,17.0,4.0,12.0,0.0,Tamil,tam,language,Eurasia,10.520219,78.825989
zoog1238,24.0,4.0,32.0,0.0,Zoogocho Zapotec,zpq,language,North America,17.2016,-96.3433
baga1273,13.0,4.0,8.0,0.0,Baga Koga,bgo,language,Africa,10.1286,-13.947
sout2895,10.0,2.0,5.0,0.0,South Nuaulu,nxl,language,Papunesia,-3.23411,129.148
sela1259,12.0,2.0,5.0,0.0,Selaru,slu,language,Papunesia,-8.18376,130.961
tsuv1239,35.0,3.0,6.0,6.0,Tsuvadi,tvd,language,Africa,10.8421,5.22095
hang1263,13.0,3.0,7.0,0.0,Hanga Hundi,wos,language,Papunesia,-3.90364,142.849
blan1242,18.0,6.0,14.0,0.0,Blang,blr,language,Eurasia,22.0092,99.7405
tata1257,13.0,4.0,4.0,0.0,Tatana,txx,language,Papunesia,5.49808,115.553
tibe1272,21.0,3.0,8.0,0.0,Tibetan,bod,language,Eurasia,28.3681,90.1872
chee1238,25.0,5.0,24.0,0.0,Che,ruk,language,Africa,10.0031,8.67024
pagi1243,23.0,19.0,7.0,0.0,Pagibete,pae,language,Africa,3.15636,22.1212
choc1276,13.0,2.0,6.0,0.0,Choctaw,cho,language,North America,32.25,-88.5
mich1243,23.0,2.0,12.0,4.0,Michif,crg,language,North America,49.1681,-99.9119
pila1245,15.0,3.0,4.0,0.0,Pilagá,plg,language,South America,-25.0058,-60.1537
bani1255,21.0,4.0,12.0,0.0,Baniwa do Icana,bwi,language,South America,2.17859,-67.7704
kari1311,7.0,4.0,9.0,5.0,Karitiâna,ktn,language,South America,-9.37937,-64.1522
nort2943,20.0,4.0,3.0,0.0,North Alaskan Inupiatun,esi,language,North America,69.582,-143.77
sanj1284,23.0,6.0,18.0,0.0,Western Tlacolula Valley Zapotec,zab,language,North America,17.0332,-96.5967
tzot1259,19.0,2.0,5.0,0.0,Tzotzil,tzo,language,North America,16.6362,-92.7388
sida1246,22.0,3.0,10.0,0.0,Sidamo,sid,language,Africa,6.74176,38.3729
west2560,13.0,4.0,6.0,0.0,West Coast Bajau,bdr,language,Papunesia,6.00631,116.124
chim1301,31.0,2.0,9.0,0.0,Chimariko,cid,language,North America,41.0,-123.0
hueh1236,24.0,2.0,10.0,0.0,Huehuetla Tepehua,tee,language,North America,20.6189,-97.9347
utes1238,17.0,2.0,18.0,0.0,Ute-Southern Paiute,ute,language,North America,40.0965,-110.305
dupa1235,13.0,2.0,5.0,0.0,Dupaninan Agta,duo,language,Papunesia,17.3748,122.188
tong1325,9.0,3.0,5.0,0.0,Tonga (Tonga Islands),ton,language,Papunesia,-21.17,-175.25
lake1258,27.0,2.0,10.0,0.0,Lake Miwok,lmw,language,North America,39.0021,-122.621
lazz1240,25.0,2.0,5.0,0.0,Laz,lzz,language,Eurasia,41.5004,41.9096
juan1238,14.0,5.0,10.0,0.0,Juang,jun,language,Eurasia,21.2606,85.5845
