glottocode,num_oral_cons,num_nasal_cons,num_oral_vowel,num_nasal_vowel,name,isocodes,level,macroarea,latitude,longitude
ewon1239,16.0,10.0,8.0,0.0,Ewondo,ewo,language,Africa,4.21141,11.93646
eyak1241,30.0,2.0,7.0,6.0,Eyak,eya,language,North America,60.4232,-144.762
fasu1242,9.0,2.0,5.0,5.0,Fasu,faa,language,Papunesia,-6.62687,143.284
fiji1243,12.0,7.0,11.0,0.0,Fijian,fij,language,Papunesia,-18.0,178.33
fefe1239,14.0,3.0,8.0,0.0,Fe'fe',fmp,language,Africa,5.18158,10.1442
fuln1247,16.0,2.0,7.0,5.0,Fulniô,fun,language,South America,-9.02591,-37.1402
furr1244,15.0,4.0,11.0,0.0,Fur,fvr,language,Africa,12.0455,23.6401
guib1244,16.0,3.0,16.0,0.0,Guibian Zhuang,zgn,language,Eurasia,24.3,106.2
gara1269,13.0,6.0,3.0,0.0,Garrwa,wrk,language,Australia,-17.4504,137.72014
gbag1258,18.0,2.0,5.0,1.0,Gbagyi,gbr,language,Africa,9.29842,6.90495
qaua1234,22.0,9.0,12.0,0.0,Central Gelao-Qau,gqu,language,Eurasia,26.155438,106.16455
nana1257,14.0,4.0,6.0,0.0,Nanai,gld,language,Eurasia,48.43426,134.79726
dawr1236,22.0,2.0,5.0,0.0,Dawro,dwr,language,Africa,6.95,37.0
guah1255,15.0,2.0,6.0,6.0,Sikuani,guh,language,South America,5.81736,-68.9839
guam1248,15.0,3.0,6.0,0.0,Guambiano,gum,language,South America,2.55849,-76.582
ache1246,7.0,4.0,5.0,5.0,Aché,guq,language,South America,-25.5865,-56.4697
kuku1273,9.0,4.0,3.0,0.0,Kuku-Yalanji,gvn,language,Australia,-16.0036,145.188
hixk1239,15.0,3.0,5.0,0.0,Hixkaryána,hix,language,South America,-0.16265,-58.80153
hadz1240,40.0,17.0,5.0,0.0,Hadza,hts,language,Africa,-3.83115,35.0458
huas1242,19.0,2.0,5.0,0.0,Huastec,hus,language,North America,21.6153,-98.5028
sanm1287,17.0,6.0,6.0,0.0,San Mateo del Mar Huave,huv,language,North America,16.2129,-95.0077
iban1264,15.0,4.0,6.0,0.0,Iban,iba,language,Papunesia,2.09041,112.934
izon1238,16.0,3.0,9.0,9.0,Izon,ijc,language,Africa,5.17986,5.51702
ikkk1242,27.0,4.0,13.0,0.0,Ik,ikx,language,Africa,3.61407,34.2507
irar1238,7.0,5.0,7.0,0.0,Irarutu,irh,language,Papunesia,-2.94438,133.586
iran1263,18.0,3.0,9.0,9.0,Irántxe-Münkü,irn,language,South America,-12.7178,-57.9806
isok1239,24.0,4.0,9.0,0.0,Isoko,iso,language,Africa,5.52889,6.24682
itel1242,23.0,4.0,5.0,0.0,West Itelmen,itl,language,Eurasia,56.046173,156.30704
ivat1242,15.0,4.0,4.0,0.0,Itbayat,ivv,language,Papunesia,20.77,121.85
iwam1256,8.0,3.0,6.0,0.0,Iwam,iwm,language,Papunesia,-4.27346,141.817
popt1235,24.0,3.0,5.0,0.0,Popti',jac,language,North America,15.6609,-91.6633
yany1243,15.0,14.0,3.0,0.0,Yanyuwa,jao,language,Australia,-15.7621,136.055
jebe1250,15.0,4.0,4.0,0.0,Jebero,jeb,language,South America,-5.40317,-76.4103
toll1241,19.0,3.0,6.0,0.0,Tol,jic,language,North America,14.6686,-87.0372
japr1238,10.0,2.0,6.0,6.0,Japrería,jru,language,South America,10.5523,-72.7101
kach1280,22.0,3.0,5.0,0.0,Southern Jinghpaw,kac,language,Eurasia,25.4634,97.3278
cams1241,19.0,3.0,6.0,0.0,Camsá,kbh,language,South America,1.14537,-76.8931
gras1249,9.0,2.0,5.0,0.0,Grass Koiari,kbk,language,Papunesia,-9.51218,147.437
kafa1242,20.0,2.0,5.0,0.0,Kafa,kbr,language,Africa,7.34022,36.1718
dera1245,8.0,3.0,6.0,0.0,Dera (Indonesia),kbv,language,Papunesia,-3.52309,140.947
kekc1242,19.0,2.0,5.0,0.0,Kekchí,kek,language,North America,15.3788,-89.2452
kera1255,20.0,4.0,6.0,0.0,Kera,ker,language,Africa,9.88165,15.1419
koya1251,16.0,3.0,5.0,0.0,Koya,kff,language,Eurasia,17.6772,81.2096
kain1272,9.0,4.0,9.0,5.0,Kaingang,kgp,language,South America,-27.7671,-52.5394
luuu1242,19.0,3.0,9.0,0.0,Lü,khb,language,Eurasia,21.0321,101.282
lusi1240,10.0,6.0,5.0,0.0,Lusi,khl,language,Papunesia,-5.55033,149.148
kiow1266,20.0,2.0,10.0,10.0,Kiowa,kio,language,North America,34.9403,-98.9042
sout2949,10.0,2.0,7.0,0.0,Southern Kiwai,kjd,language,Papunesia,-8.64889,143.244
khmu1256,19.0,4.0,18.0,0.0,Khmu,kjg,language,Eurasia,20.2463,101.671
west2632,35.0,4.0,12.0,0.0,Western Keres,kjq,language,North America,34.9733,-107.517
east2516,10.0,5.0,5.0,0.0,East Kewa,kjs,language,Papunesia,-6.32989,143.931
teke1280,16.0,5.0,7.0,0.0,Teke-Kukuya,kkw,language,Africa,-2.27122,14.4407
klam1254,27.0,6.0,4.0,0.0,Klamath-Modoc,kla,language,North America,42.5861,-121.704
klao1243,11.0,0.0,9.0,7.0,Klao,klu,language,Africa,5.05,-8.85
nort2641,27.0,3.0,17.0,0.0,Northern Kurdish,kmr,language,Eurasia,37.0,43.0
dera1248,16.0,8.0,11.0,0.0,Dera (Nigeria),kna,language,Africa,10.072,12.0256
konk1267,18.0,1.0,9.0,9.0,Konkan Marathi,knn,language,Eurasia,18.404,73.994
kpan1246,21.0,3.0,5.0,5.0,Kpan,kpk,language,Africa,7.58343,10.1642
koho1244,20.0,7.0,10.0,0.0,Koho,kpm,language,Eurasia,11.6444,108.057
kory1246,13.0,3.0,5.0,0.0,Koryak,kpy,language,Eurasia,63.8977,166.695
kups1238,10.0,4.0,12.0,0.0,Kupsabiny,kpz,language,Africa,1.33197,34.5991
kalk1246,14.0,6.0,3.0,0.0,Kalkatungu,ktg,language,Australia,-21.0,139.5
juho1239,68.0,27.0,27.0,19.0,South-Eastern Ju,ktz,language,Africa,-19.688,20.7673
kuna1268,15.0,4.0,7.0,0.0,Kunama,kun,language,Africa,14.5879,37.5292
bord1248,14.0,2.0,5.0,0.0,Border Kuna,kvn,language,South America,7.92993,-77.1664
kwai1243,8.0,8.0,5.0,0.0,Kwaio,kwd,language,Papunesia,-8.93744,160.965
lele1264,18.0,4.0,7.0,5.0,Lelemi,lef,language,Africa,7.34549,0.50746
peve1243,23.0,7.0,8.0,0.0,Peve,lme,language,Africa,9.16111,14.441
maxa1247,6.0,4.0,5.0,5.0,Maxakalí,mbl,language,South America,-16.9402,-40.7891
came1252,15.0,4.0,6.0,0.0,Donga Mambila,mcu,language,Africa,6.43829,11.41953
mbum1254,20.0,10.0,5.0,3.0,Mbum,mdd,language,Africa,7.5789,14.2722
maba1277,18.0,4.0,7.0,0.0,Maba (Chad),mde,language,Africa,12.89147,20.8889
dizi1235,22.0,2.0,6.0,0.0,Dizin,mdx,language,Africa,6.1405,35.5763
mbaa1245,17.0,7.0,7.0,0.0,Mba,mfc,language,Africa,1.06885,25.143
mogh1245,21.0,3.0,5.0,0.0,Mogholi,mhj,language,Eurasia,34.25,62.28
manc1252,15.0,3.0,7.0,0.0,Manchu,mnc,language,Eurasia,47.31225,126.55713
morb1239,9.0,5.0,5.0,0.0,Mor (Bomberai Peninsula),moq,language,Papunesia,-2.85747,132.845
moro1285,18.0,4.0,7.0,0.0,Moro,mor,language,Africa,10.9194,30.2138
mull1237,10.0,4.0,5.0,0.0,Mullukmulluk,mpb,language,Australia,-13.427,130.664
dadi1250,11.0,2.0,5.0,5.0,Dadibi,mps,language,Papunesia,-6.65765,144.511
west2600,13.0,4.0,6.0,0.0,West Makian,mqs,language,Papunesia,0.45332,127.63
mara1404,10.0,3.0,4.0,0.0,Maranao,mrw,language,Papunesia,7.79414,124.175
toto1305,12.0,2.0,9.0,0.0,Totontepec Mixe,mto,language,North America,17.2157,-96.0179
murs1242,17.0,4.0,5.0,0.0,Mursi,muz,language,Africa,5.69801,36.0971
murr1258,16.0,5.0,4.0,0.0,Murriny Patha,mwf,language,Australia,-14.74852,129.70152
kala1377,14.0,4.0,6.0,0.0,Kala Lagaw Ya,mwp,language,Australia,-10.6748,142.196
pira1253,8.0,0.0,3.0,0.0,Pirahã,myp,language,South America,-6.77713,-61.8167
nucl1240,20.0,3.0,6.0,5.0,Mumuye,mzm,language,Africa,8.90347,11.71545
movi1243,16.0,2.0,5.0,0.0,Movima,mzp,language,South America,-13.8115,-65.6348
sout2994,23.0,2.0,10.0,8.0,Southern Nambikuára,nab,language,South America,-14.3707,-59.5187
minn1241,16.0,3.0,6.0,0.0,Min Nan Chinese,,language,Eurasia,24.5,118.17
nama1264,18.0,14.0,6.0,3.0,Nama (Namibia),naq,language,Africa,-25.0747,17.9767
naxi1245,29.0,9.0,11.0,0.0,Naxi,nxq,language,Eurasia,27.5,100.0
nort2957,14.0,2.0,4.0,0.0,Northern Puebla Nahuatl,ncj,language,North America,20.1356,-97.9814
ndut1239,19.0,8.0,7.0,0.0,Ndut,ndv,language,Africa,14.925,-16.9811
nepa1254,24.0,3.0,6.0,6.0,Nepali,npi,language,Eurasia,28.0,85.0
newa1246,20.0,4.0,4.0,4.0,Kathmandu Valley Newari,new,language,Eurasia,27.67,85.326
ngiz1242,27.0,7.0,6.0,0.0,Ngizim,ngi,language,Africa,12.1051,11.0178
noon1243,15.0,4.0,14.0,0.0,Noone,nhu,language,Africa,6.37256,10.5707
niel1243,17.0,6.0,7.0,6.0,Niellim,nie,language,Africa,9.70362,17.81346
ngan1291,16.0,4.0,9.0,0.0,Nganasan,nio,language,Eurasia,73.1354,86.2106
nucl1633,9.0,3.0,6.0,0.0,Nimboran,nir,language,Papunesia,-2.5803,140.179
aona1235,11.0,3.0,6.0,0.0,Ao Naga,njo,language,Eurasia,26.3241,94.3824
nara1262,14.0,3.0,5.0,0.0,Nara,nrb,language,Africa,15.3251,37.499
nung1283,18.0,3.0,11.0,0.0,Nung (Viet Nam),nut,language,Eurasia,20.8965,104.286
amas1236,14.0,4.0,7.0,0.0,Ama (Sudan),nyi,language,Africa,12.0993,29.4332
nyan1313,14.0,4.0,7.0,0.0,Nyang'i,nyp,language,Africa,3.4997,33.73651
ogbi1239,20.0,4.0,10.0,0.0,Ogbia,ogb,language,Africa,4.75352,6.34034
ormu1247,23.0,2.0,6.0,0.0,Ormuri,oru,language,Eurasia,32.6819,69.3444
paco1243,14.0,4.0,15.0,0.0,Pacoh,pac,language,Eurasia,16.3353,107.094
pech1241,14.0,4.0,5.0,5.0,Pech,pay,language,North America,15.8033,-85.558
enap1235,10.0,2.0,7.0,6.0,Panare,pbh,language,South America,6.95035,-65.8483
pohn1238,10.0,4.0,6.0,0.0,Pohnpeian,pon,language,Papunesia,6.87212,158.223
para1301,26.0,8.0,43.0,0.0,South Wa,prk,language,Eurasia,22.8658,99.375
paiw1248,19.0,3.0,4.0,0.0,Paiwan,pwn,language,Papunesia,22.3271,120.806
pwon1235,21.0,4.0,12.0,0.0,Pwo Northern Karen,pww,language,Eurasia,18.016,98.2709
quil1240,33.0,0.0,4.0,0.0,Quileute,qui,language,North America,47.9106,-124.603
resi1247,24.0,6.0,5.0,0.0,Resígaro,rgr,language,South America,-1.169535,-71.60524
roto1249,6.0,0.0,5.0,0.0,Rotokas,roo,language,Papunesia,-5.94339,155.154
waim1251,7.0,2.0,5.0,0.0,Waima,rro,language,Papunesia,-8.67145,146.544
rutu1240,57.0,2.0,5.0,0.0,Rutul,rut,language,Eurasia,41.6187,47.3244
sand1273,41.0,6.0,7.0,0.0,Sandawe,sad,language,Africa,-5.26918,35.4808
sang1328,18.0,8.0,7.0,4.0,Sango,sag,language,Africa,6.78584,20.1702
ceba1235,20.0,4.0,7.0,5.0,Senari,sef,language,Africa,9.50768,-6.15264
selk1253,14.0,4.0,16.0,0.0,Selkup,sel,language,Eurasia,59.9409,82.3004
xiri1243,11.0,2.0,6.0,6.0,Xiriâna,xir,language,South America,0.83868,-63.452927
shus1248,33.0,4.0,7.0,0.0,Shuswap,shs,language,North America,50.8734,-119.667
shas1239,15.0,2.0,4.0,0.0,Shasta,sht,language,North America,41.7587,-122.738
epen1239,17.0,0.0,7.0,7.0,Epena,sja,language,South America,4.25877,-77.3566
sout2985,12.0,3.0,6.0,0.0,Southern Sierra Miwok,skd,language,North America,38.2363,-120.507
sali1298,19.0,3.0,5.0,5.0,Sáliba,slc,language,South America,5.30115,-69.3843
sout2674,32.0,7.0,6.0,0.0,South Saami,sma,language,Eurasia,62.8801,13.7006
sion1247,16.0,2.0,6.0,6.0,Siona-Tetete,snn,language,South America,0.31733,-76.0237
soqo1240,26.0,2.0,6.0,0.0,Soqotri,sqt,language,Africa,12.4892,53.9168
natu1246,17.0,13.0,10.0,7.0,Natügu,ntu,language,Papunesia,-10.6771,165.835
suen1241,11.0,2.0,5.0,0.0,Suena,sue,language,Papunesia,-7.76339,147.534
savo1255,9.0,8.0,5.0,0.0,Savosavo,svs,language,Papunesia,-9.12853,159.814
suii1243,33.0,14.0,7.0,0.0,Sui,swi,language,Eurasia,24.0488,106.563
east2347,16.0,3.0,10.0,0.0,Eastern Tamang,taj,language,Eurasia,27.3239,87.0832
aika1237,19.0,3.0,7.0,3.0,Aikanã,tba,language,South America,-12.6695,-60.5353
gaam1241,20.0,4.0,9.0,0.0,Gaam,tbi,language,Africa,11.4674,33.9797
tulu1258,19.0,5.0,13.0,0.0,Tulu,tcy,language,Eurasia,12.8114,75.2651
tehu1242,26.0,2.0,7.0,0.0,Tehuelche,teh,language,South America,-47.5796,-68.3235
timn1235,15.0,2.0,8.0,0.0,Timne,tem,language,Africa,8.90294,-12.3331
nucl1339,14.0,4.0,7.0,0.0,Temein,teq,language,Africa,11.8275,29.3898
tetu1245,12.0,2.0,5.0,0.0,Tetum,tet,language,Papunesia,-9.11217,125.528
tiga1245,9.0,3.0,5.0,0.0,Tigak,tgc,language,Papunesia,-2.70951,150.893
taha1241,22.0,3.0,12.0,0.0,Tahaggart Tamahaq,thv,language,Africa,22.5908,8.73169
tiwi1244,12.0,10.0,4.0,0.0,Tiwi,tiw,language,Australia,-11.6308,130.949
tiru1241,13.0,3.0,6.0,0.0,Tiruray,tiy,language,Papunesia,6.77321,124.127
tlin1245,42.0,1.0,5.0,0.0,Tlingit,tli,language,North America,59.4447,-135.29
talo1250,10.0,4.0,7.0,0.0,Tasomi-Tata,tlo,language,Africa,10.6453,30.4815
tama1331,17.0,4.0,9.0,0.0,Tama (Chad),tma,language,Africa,14.332,21.9951
taca1256,16.0,2.0,4.0,0.0,Tacana,tna,language,South America,-13.39249,-68.04056
lena1238,11.0,4.0,6.0,0.0,Lenakel,tnl,language,Papunesia,-19.4763,169.261
tamp1252,19.0,5.0,9.0,0.0,Tampulma,tpm,language,Africa,9.75577,-1.35467
acat1239,18.0,2.0,5.0,5.0,Acatepec Me'phaa,tpx,language,North America,17.1034,-99.0602
trum1247,16.0,2.0,6.0,0.0,Trumai,tpy,language,South America,-11.8119,-53.5717
toar1246,7.0,1.0,6.0,0.0,Toaripi,tqo,language,Papunesia,-8.07231,146.206
tonk1249,13.0,2.0,10.0,0.0,Tonkawa,tqw,language,North America,30.25,-96.75
lish1246,22.0,2.0,16.0,0.0,Lishán Didán,trg,language,Eurasia,36.23,44.37
nucl1649,34.0,4.0,3.0,0.0,Southern-Coastal Tsimshian,tsi,language,North America,52.59103,-128.544545
tsou1248,12.0,3.0,6.0,0.0,Tsou,tsu,language,Papunesia,23.216,120.787
tera1251,33.0,9.0,6.0,0.0,Tera,ttr,language,Africa,11.0376,11.80953
tuvi1240,17.0,3.0,9.0,0.0,Tuvinian,tyv,language,Eurasia,51.7,94.36667
ngar1284,13.0,5.0,6.0,0.0,Ngarinyin,ung,language,Australia,-16.4006,126.433
nort2690,21.0,3.0,6.0,0.0,Northern Uzbek,uzn,language,Eurasia,40.886,69.211
vani1248,9.0,3.0,8.0,8.0,Vanimo,vam,language,Papunesia,-2.68501,141.258
mbab1239,10.0,10.0,4.0,0.0,Mbabaram,vmb,language,Australia,-20.1389,143.438
wapp1239,26.0,4.0,5.0,0.0,Wappo,wao,language,North America,38.25,-122.5
wara1303,9.0,2.0,5.0,5.0,Warao,wba,language,South America,7.50851,-59.3528
nucl1620,9.0,8.0,6.0,0.0,Wahgi,wgi,language,Papunesia,-6.11629,144.665
wint1259,28.0,2.0,5.0,0.0,Wintu,wit,language,North America,39.7176,-122.445
wiyo1248,22.0,2.0,5.0,0.0,Wiyot,wiy,language,North America,39.2492,-122.952
want1252,5.0,9.0,7.0,0.0,Wantoat,wnc,language,Papunesia,-6.15216,146.513
usan1239,9.0,5.0,6.0,0.0,Usan,wnu,language,Papunesia,-4.84265,145.362
kama1365,13.0,3.0,12.0,0.0,Kamang,woi,language,Papunesia,-8.26897,124.792
wari1266,10.0,3.0,9.0,0.0,Waris,wrs,language,Papunesia,-3.139,140.931
wara1290,12.0,4.0,5.0,0.0,Warray,wrz,language,Australia,-13.0941,131.236
bert1248,18.0,6.0,5.0,0.0,Berta,wti,language,Africa,10.6474,34.7042
wang1291,10.0,5.0,3.0,0.0,Ngiyambaa,wyb,language,Australia,-30.6481,146.18
kawa1283,22.0,3.0,6.0,0.0,Kawaiisu,xaw,language,North America,36.0538,-118.679
komo1258,20.0,3.0,8.0,0.0,Komo (Sudan-Ethiopia),xom,language,Africa,8.94162,34.0939
katc1249,18.0,4.0,5.0,0.0,Katcha-Kadugli-Miri,xtc,language,Africa,10.8423,29.4914
yagu1244,9.0,2.0,6.0,6.0,Yagua,yad,language,South America,-3.42913,-72.2186
yaqu1251,15.0,2.0,5.0,0.0,Yaqui,yaq,language,North America,29.9446,-110.681
yucu1253,13.0,3.0,5.0,0.0,Yucuna,ycn,language,South America,-0.76075,-71.0033
taro1263,23.0,3.0,6.0,0.0,Tarok,yer,language,Africa,8.98356,10.0288
yaga1260,12.0,2.0,9.0,0.0,Yagaria,ygr,language,Papunesia,-6.32432,145.388
yidi1250,9.0,4.0,3.0,0.0,Yidiñ,yii,language,Australia,-17.1332,145.876
yana1271,20.0,2.0,8.0,0.0,Yana,ynn,language,North America,39.2769,-121.608
yoru1245,16.0,2.0,7.0,4.0,Yoruba,yor,language,Africa,7.15345,3.67225
yare1248,11.0,2.0,5.0,0.0,Yareba,yrb,language,Papunesia,-9.50651,148.605
yess1239,10.0,6.0,4.0,0.0,Yessan-Mayo,yss,language,Papunesia,-4.15721,142.574
yuca1254,18.0,2.0,10.0,0.0,Yucatec Maya,yua,language,North America,18.7757,-88.9567
yulu1243,24.0,11.0,7.0,0.0,Yulu-Binga,yul,language,Africa,8.04124,23.6166
nucl1454,11.0,3.0,5.0,0.0,Yawa,yva,language,Papunesia,-1.77196,136.263
zand1248,16.0,3.0,8.0,8.0,Zande,zne,language,Africa,4.62047,26.7157
abid1235,18.0,3.0,9.0,9.0,Abidji,abi,language,Africa,5.65656,-4.58421
adio1239,17.0,4.0,7.0,0.0,Adioukrou,adj,language,Africa,5.38228,-4.52522
ajab1235,24.0,4.0,7.0,5.0,Aja (Benin),ajg,language,Africa,7.06634,1.64992
anyi1244,17.0,4.0,10.0,6.0,Anyin Morofo,mtb,language,Africa,6.1627,-4.64232
igoo1238,19.0,4.0,7.0,0.0,Igo,ahl,language,Africa,7.25499,0.67846
akoo1248,14.0,8.0,18.0,0.0,Akoose,bss,language,Africa,4.9243,9.65522
anuf1239,17.0,5.0,14.0,5.0,Anufo,cko,language,Africa,10.2839,0.56021
suda1236,50.0,4.0,8.0,0.0,Sudanese Arabic,apd,language,Africa,17.8021,33.3179
avok1242,26.0,11.0,14.0,0.0,Avokaya,avu,language,Africa,4.38639,29.9379
veng1238,27.0,29.0,17.0,0.0,Vengo,bav,language,Africa,6.11403,10.4137
bafu1246,18.0,3.0,18.0,0.0,Bafut,bfd,language,Africa,6.14153,10.1194
baka1272,17.0,8.0,7.0,0.0,Baka (Cameroon),bkc,language,Africa,2.16013,13.7804
band1345,23.0,9.0,8.0,0.0,Banda-Ndélé,bfl,language,Africa,8.03339,23.9021
band1352,16.0,7.0,14.0,7.0,Bandi,bza,language,Africa,7.73729,-10.1684
baou1238,18.0,3.0,7.0,5.0,Baoulé,bci,language,Africa,5.42509,-4.76565
basa1284,19.0,10.0,7.0,0.0,Basa (Cameroon),bas,language,Africa,3.80765,10.4213
nucl1418,19.0,3.0,7.0,0.0,Bassa,bsq,language,Africa,7.27501,-11.543
ntch1242,16.0,5.0,6.0,0.0,Ntcham,bud,language,Africa,9.23971,0.599275
gagn1235,19.0,4.0,26.0,0.0,Gagnoa Bété,btg,language,Africa,6.10051,-5.9701
bekw1241,18.0,5.0,10.0,0.0,Bekwarra,bkv,language,Africa,6.73737,8.86489
beng1286,19.0,5.0,14.0,5.0,Beng,nhb,language,Africa,7.78122,-4.23539
bhel1238,16.0,3.0,7.0,0.0,Bhele,bhy,language,Africa,0.24553,28.6681
bial1238,12.0,2.0,6.0,4.0,Biali,beh,language,Africa,11.0382,1.08259
bimo1239,17.0,5.0,12.0,6.0,Bimoba,bim,language,Africa,10.4575,0.06121
boko1266,17.0,2.0,7.0,5.0,Boko (Benin),bqc,language,Africa,10.5189,3.71771
hain1253,16.0,4.0,14.0,0.0,Hainyaxo Bozo,bzx,language,Africa,13.8734,-5.65085
bulu1251,15.0,9.0,7.0,0.0,Bulu (Cameroon),bum,language,Africa,3.16141,11.6365
cerm1238,18.0,3.0,14.0,7.0,Cerma,cme,language,Africa,10.1245,-4.94917
chum1261,17.0,4.0,9.0,0.0,Chumburung,ncu,language,Africa,8.15211,-0.2755
nucl1683,28.0,8.0,6.0,0.0,Daba,dbq,language,Africa,10.3521,13.6318
sout2789,19.0,5.0,18.0,9.0,Central Dagaare,dga,language,Africa,10.4226,-2.52265
nort2780,24.0,5.0,9.0,0.0,Northern Dagara,dgi,language,Africa,11.0441,-3.0124
adan1247,18.0,5.0,7.0,5.0,Adangme,ada,language,Africa,5.9437,0.13243
daza1242,17.0,4.0,11.0,0.0,Dazaga,dzg,language,Africa,15.7358,15.8517
lako1244,22.0,5.0,18.0,9.0,Lakota Dida,dic,language,Africa,5.86012,-5.40633
dyul1238,19.0,4.0,7.0,7.0,Dyula,dyu,language,Africa,10.4536,-4.72007
dita1238,13.0,4.0,7.0,5.0,Ditammari,tbz,language,Africa,10.1614,1.18045
dual1243,13.0,8.0,7.0,0.0,Duala,dua,language,Africa,4.10208,9.61877
duru1249,30.0,12.0,5.0,0.0,Duruma,dug,language,Africa,-4.09629,39.322
ebir1243,15.0,4.0,9.0,0.0,Ebira,igb,language,Africa,8.15516,7.06183
bini1246,22.0,3.0,14.0,7.0,Bini,bin,language,Africa,6.40701,5.70426
emai1241,23.0,4.0,14.0,7.0,Emai-Iuleha-Ora,ema,language,Africa,7.09089,5.84494
enge1239,18.0,2.0,10.0,0.0,Egene,enn,language,Africa,5.11931,6.37339
fonn1241,21.0,3.0,7.0,7.0,Fon,fon,language,Africa,7.15484,1.66495
adam1253,20.0,4.0,10.0,0.0,Adamawa Fulfulde,fub,language,Africa,8.140326,13.077338
cent2018,19.0,8.0,10.0,0.0,Central-Eastern Niger Fulfulde,fuq,language,Africa,15.0907,8.43261
maas1239,19.0,8.0,10.0,0.0,Maasina Fulfulde,ffm,language,Africa,11.1324,-3.64763
west2454,19.0,8.0,5.0,0.0,Western Niger Fulfulde,fuh,language,Africa,14.2471,-0.52004
fuli1240,17.0,8.0,10.0,0.0,Fuliiru,flr,language,Africa,-3.04022,28.9865
ngan1299,17.0,5.0,7.0,7.0,Ngangam,gng,language,Africa,10.2523,0.70509
nort2775,21.0,9.0,14.0,5.0,Northwest Gbaya,gya,language,Africa,5.9503,15.2569
genn1243,23.0,4.0,7.0,7.0,Gen,gej,language,Africa,6.25971,1.67727
godi1239,21.0,5.0,13.0,0.0,Godié,god,language,Africa,5.3944,-5.82696
gonj1241,19.0,4.0,14.0,0.0,Gonja,gjn,language,Africa,8.48801,-0.72757
nort2810,15.0,4.0,7.0,6.0,Northern Grebo,gbo,language,Africa,5.17103,-8.1409
gude1246,22.0,8.0,4.0,0.0,Gude,gde,language,Africa,10.2138,13.403
gour1243,15.0,5.0,10.0,0.0,Gourmanchéma,gux,language,Africa,11.6711,1.28489
hang1258,18.0,5.0,6.0,0.0,Hanga,hag,language,Africa,9.33929,-1.57833
ifee1241,19.0,0.0,7.0,5.0,Ifè,ife,language,Africa,7.63568,1.58494
iged1239,19.0,5.0,10.0,0.0,Igede,ige,language,Africa,6.95522,8.27362
sout2774,21.0,3.0,9.0,9.0,Southeast Ijo,ijs,language,Africa,4.44235,6.32192
izii1239,34.0,6.0,9.0,0.0,Izi,izz,dialect,Africa,6.33,8.0
jurm1239,20.0,11.0,18.0,0.0,Jur Modo,bex,language,Africa,6.03321,29.974
kabi1261,20.0,4.0,23.0,0.0,Kabiyé,kbp,language,Africa,8.96816,0.495023
kako1242,23.0,10.0,7.0,6.0,Kako,kkj,language,Africa,3.79989,15.6282
baan1242,26.0,2.0,18.0,9.0,Baangi,bqx,language,Africa,10.8083,5.7261
west2466,17.0,3.0,14.0,7.0,Western Karaboro,kza,language,Africa,10.6298,-4.76482
kara1478,22.0,8.0,6.0,0.0,Karang,kzr,language,Africa,8.01727,15.2114
kase1253,15.0,4.0,20.0,0.0,Kasem,xsm,language,Africa,11.0824,-1.39076
koon1245,18.0,4.0,24.0,0.0,Koonzime,ozm,language,Africa,3.25933,13.54152
kiku1240,10.0,8.0,14.0,0.0,Kikuyu,kik,language,Africa,-0.29005,36.719
nort2765,15.0,7.0,14.0,6.0,Northern Kissi,kqs,language,Africa,8.7283,-10.4063
komc1235,39.0,20.0,9.0,0.0,Kom (Cameroon),bkm,language,Africa,6.2596,10.3348
komo1260,16.0,8.0,7.0,0.0,Komo (Democratic Republic of Congo),kmw,language,Africa,-0.76333,26.7144
konk1269,17.0,5.0,12.0,0.0,Konkomba,xon,language,Africa,9.82224,0.2783
guin1254,22.0,5.0,8.0,0.0,Guinea Kpelle,gkp,language,Africa,7.93196,-8.98843
gbay1288,34.0,7.0,10.0,0.0,Kresh-Woro,krs,language,Africa,8.43391,25.0
krio1253,19.0,3.0,10.0,0.0,Krio,kri,language,Africa,10.8811,-14.3204
tepo1239,17.0,0.0,9.0,9.0,Tepo Krumen,ted,language,Africa,5.16267,-7.66346
kuri1259,10.0,5.0,7.0,0.0,Kuria,kuj,language,Africa,-1.50636,34.5049
kusa1250,19.0,3.0,18.0,4.0,Kusaal,kus,language,Africa,10.9703,-0.38756
lama1275,13.0,4.0,22.0,11.0,Lama (Togo),las,language,Africa,8.66954,0.833293
lele1276,18.0,5.0,10.0,0.0,Lele (Chad),lln,language,Africa,9.158,15.81149
lend1245,34.0,9.0,8.0,0.0,Lendu,led,language,Africa,2.1898,30.6794
loma1260,23.0,5.0,8.0,6.0,Loma (Liberia),lom,language,Africa,7.91585,-9.69906
loko1255,14.0,4.0,7.0,0.0,Loko,lok,language,Africa,9.11838,-12.1583
ligb1244,18.0,4.0,7.0,7.0,Ligbi,lig,language,Africa,7.94291,-2.56353
west2450,14.0,3.0,7.0,0.0,West-Central Limba,lia,language,Africa,9.52392,-12.3138
limb1268,19.0,3.0,7.0,0.0,Limbum,lmp,language,Africa,6.58608,10.9802
ling1263,11.0,4.0,7.0,0.0,Kinshasa Lingala,lin,language,Africa,-4.409174,15.28532
lukp1238,12.0,5.0,20.0,0.0,Lukpa,dop,language,Africa,9.51949,1.66954
gand1255,15.0,4.0,10.0,0.0,Ganda,lug,language,Africa,0.66884,32.15153
